HouseNumber,SRID_29193
ALVARÁ 1188 PLANO 1123,POINT (359772.261301 7347369.481649)
PROC. 7930/1964,POINT (359771.902161 7347370.759165)
0596,POINT (359922.566779 7349441.595823)
0590,POINT (359916.895061 7349437.535664)
0584,POINT (359912.449654 7349434.931035)
0570,POINT (359902.792400 7349428.419452)
0572,POINT (359900.779823 7349427.269976)
0568,POINT (359898.863082 7349426.072611)
0566,POINT (359897.042177 7349424.923135)
0528,POINT (359866.147001 7349404.633831)
0225,POINT (359653.126524 7349233.903483)
0219,POINT (359647.998425 7349230.897151)
0304,POINT (359679.381867 7349282.718690)
0302,POINT (359676.947244 7349281.159181)
0298,POINT (359674.639581 7349279.549938)
0292,POINT (359667.512896 7349275.733910)
0254,POINT (359639.895603 7349255.689004)
0266,POINT (359649.181159 7349262.434420)
0268,POINT (359651.047822 7349263.534740)
0006,POINT (359311.189170 7349592.668465)
0016,POINT (359317.924838 7349583.671630)
0022,POINT (359323.057568 7349576.958735)
0054,POINT (359338.794253 7349555.457356)
0096,POINT (359364.484503 7349520.600832)
0076,POINT (359351.630893 7349535.905182)
0334,POINT (359310.502742 7349675.165353)
0294,POINT (359313.083477 7349652.875580)
0682,POINT (359125.327372 7349232.992977)
0115,POINT (359202.023864 7349263.097595)
0728,POINT (359141.219544 7349274.854577)
0718,POINT (359137.912277 7349265.488638)
0708,POINT (359134.477802 7349256.800771)
0694,POINT (359130.263275 7349244.331947)
S/Nº,POINT (359726.237874 7347363.465766)
1272,POINT (359714.304065 7347367.339440)
1264,POINT (359707.880288 7347369.973646)
S/Nº,POINT (359699.998618 7347373.945458)
S/Nº,POINT (359685.167532 7347379.491734)
S/Nº,POINT (359670.901905 7347379.604194)
S/Nº,POINT (359655.772653 7347377.682879)
S/Nº,POINT (359644.088240 7347373.005164)
1188,POINT (359605.214449 7347365.922242)
S/Nº,POINT (359591.528220 7347374.655286)
S/Nº,POINT (359581.332592 7347384.934381)
S/Nº,POINT (359574.917319 7347391.435557)
S/Nº,POINT (359564.848863 7347399.895944)
S/Nº,POINT (359556.116947 7347407.109587)
S/Nº,POINT (359548.187014 7347413.521669)
1078,POINT (359542.458522 7347418.377065)
1076,POINT (359538.288624 7347422.229152)
1279,POINT (359516.653738 7347414.281567)
1064,POINT (359533.929208 7347428.733531)
1052,POINT (359528.872958 7347437.297972)
1034,POINT (359520.185724 7347454.728157)
0996,POINT (359501.128850 7347532.911370)
0934,POINT (359484.766091 7347559.742520)
0918,POINT (359470.310530 7347563.699756)
0900,POINT (359454.649510 7347561.969607)
S/Nº,POINT (359501.652226 7347503.220311)
S/Nº,POINT (359501.251085 7347517.254279)
S/Nº,POINT (359440.475486 7347554.426389)
S/Nº,POINT (359428.025661 7347548.306578)
0862,POINT (359419.298695 7347542.908265)
0838,POINT (359410.713151 7347539.723763)
0830,POINT (359400.260008 7347536.628060)
0822,POINT (359388.193313 7347532.242314)
S/Nº,POINT (359357.408889 7347520.665471)
0812,POINT (359370.725417 7347526.758571)
0776,POINT (359347.183684 7347512.204933)
0762,POINT (359339.370317 7347502.701780)
0744,POINT (359331.933409 7347490.846384)
0724,POINT (359323.487753 7347478.744350)
0688,POINT (359298.649183 7347453.608314)
0704,POINT (359312.416482 7347462.130034)
0676,POINT (359284.248667 7347450.170275)
0662,POINT (359268.889211 7347445.901276)
0660,POINT (359248.156287 7347444.813620)
1305,POINT (359746.253263 7347369.429844)
1299,POINT (359737.601941 7347373.585158)
1289,POINT (359728.405496 7347377.487028)
1279,POINT (359719.621303 7347381.178267)
1269,POINT (359710.702911 7347385.270062)
1259,POINT (359701.590894 7347389.428759)
1247,POINT (359691.257518 7347392.489997)
1235,POINT (359678.551341 7347393.956910)
1221,POINT (359666.058723 7347393.989842)
1203,POINT (359648.259540 7347388.628252)
1057 (NO LOCAL),POINT (359572.857795 7347413.266041)
1027 (NO LOCAL),POINT (359551.477294 7347440.619125)
S/Nº,POINT (359531.044776 7347473.607644)
S/Nº,POINT (359519.054672 7347523.312333)
0905,POINT (359468.893738 7347580.885998)
0901,POINT (359465.272173 7347580.297922)
1179,POINT (359628.040057 7347386.044787)
1163,POINT (359613.626778 7347391.918530)
1147,POINT (359598.935464 7347398.899538)
1153,POINT (359587.736921 7347404.305944)
1133,POINT (359581.741125 7347407.854608)
1115,POINT (359571.162925 7347414.813415)
1099,POINT (359560.310975 7347424.433678)
1085,POINT (359550.109697 7347442.043931)
1057,POINT (359540.309560 7347456.081730)
1045,POINT (359535.744073 7347464.876248)
1027,POINT (359527.389640 7347486.674826)
1001,POINT (359524.104729 7347503.975703)
0963,POINT (359516.304510 7347543.661942)
0953,POINT (359509.828086 7347557.517337)
0941,POINT (359501.770905 7347567.487733)
0923,POINT (359488.947599 7347580.356623)
0891,POINT (359454.076081 7347578.819275)
0881,POINT (359440.809858 7347572.749030)
0867,POINT (359431.155799 7347567.503021)
0865,POINT (359425.203180 7347563.945812)
0833,POINT (359413.265697 7347557.648445)
0849,POINT (359420.513956 7347561.480588)
0823,POINT (359400.370148 7347552.350483)
0819,POINT (359385.896005 7347548.739738)
0805,POINT (359374.547582 7347545.573823)
0795,POINT (359366.876188 7347542.817869)
0789,POINT (359357.701322 7347539.242720)
0771,POINT (359343.740200 7347529.565931)
0759,POINT (359328.315067 7347515.632452)
0735,POINT (359319.265626 7347500.564902)
0721,POINT (359311.870788 7347490.246544)
0701,POINT (359301.694092 7347473.781705)
0681,POINT (359280.250983 7347464.823821)
0661,POINT (359261.884163 7347470.038223)
0645,POINT (359244.267388 7347475.491030)
0615,POINT (359216.141667 7347481.709411)
0591,POINT (359191.983933 7347479.724085)
0567,POINT (359167.936818 7347468.711995)
0551,POINT (359148.403642 7347464.291236)
0533,POINT (359131.440983 7347460.712448)
0517,POINT (359116.830042 7347458.529370)
0497,POINT (359101.820318 7347459.660633)
0487,POINT (359087.763949 7347463.693710)
0463,POINT (359074.086178 7347477.815536)
0447,POINT (359062.361759 7347488.332097)
0429,POINT (359049.360032 7347492.764039)
0413,POINT (359038.967334 7347493.930673)
0395,POINT (359024.148278 7347491.666456)
0371,POINT (359011.831163 7347502.438775)
0363,POINT (359006.473464 7347517.109759)
0347,POINT (358999.456306 7347528.904290)
0333,POINT (358993.705179 7347539.538118)
0315,POINT (358981.055460 7347552.392438)
0303,POINT (358973.163781 7347558.722933)
0289,POINT (358965.904936 7347563.739186)
0285,POINT (358957.250730 7347568.132242)
0271,POINT (358946.008787 7347574.267435)
0251,POINT (358926.904313 7347581.574518)
0221,POINT (358905.506479 7347602.303709)
0655,POINT (359620.987627 7347328.401162)
S/Nº,POINT (359593.404371 7347347.935271)
S/Nº,POINT (359583.507586 7347351.860466)
S/Nº,POINT (359574.552318 7347356.999339)
S/Nº,POINT (359554.139079 7347359.345891)
S/Nº,POINT (359545.754267 7347364.580716)
S/Nº,POINT (359566.371784 7347359.846964)
S/Nº,POINT (359516.253690 7347393.812181)
S/Nº,POINT (359524.148360 7347383.966844)
S/Nº,POINT (359501.277126 7347407.845753)
S/Nº,POINT (359494.122621 7347413.842796)
S/Nº,POINT (359481.959225 7347439.217002)
S/Nº,POINT (359478.006539 7347447.228231)
S/Nº,POINT (359471.505652 7347457.324596)
S/Nº,POINT (359465.702750 7347465.772480)
S/Nº,POINT (359458.940391 7347485.274025)
S/Nº,POINT (359427.230517 7347482.310091)
S/Nº,POINT (359445.772028 7347493.296945)
S/Nº,POINT (359399.497708 7347477.868314)
S/Nº,POINT (359386.671424 7347478.032663)
S/Nº,POINT (359378.449482 7347475.402960)
S/Nº,POINT (359371.049745 7347467.513792)
S/Nº,POINT (359367.761027 7347456.337524)
S/Nº,POINT (359364.610286 7347445.952866)
S/Nº,POINT (359361.937206 7347437.424086)
S/Nº,POINT (359357.105283 7347429.100771)
S/Nº,POINT (359349.970593 7347420.678926)
0576,POINT (359310.152740 7347418.204668)
S/Nº,POINT (359341.853125 7347414.573755)
S/Nº,POINT (359329.279021 7347412.184749)
S/Nº,POINT (359319.251700 7347415.698702)
S/Nº,POINT (359299.394604 7347418.264186)
S/Nº,POINT (359289.907787 7347418.445977)
S/Nº,POINT (359279.611750 7347418.515514)
S/Nº,POINT (359269.315614 7347418.445977)
0626,POINT (359254.627451 7347420.872800)
S/Nº,POINT (359240.588429 7347425.072960)
S/Nº,POINT (359227.783356 7347427.415824)
S/Nº,POINT (359216.552019 7347423.551214)
S/Nº,POINT (359205.320682 7347418.582477)
S/Nº,POINT (359192.064017 7347420.238723)
S/Nº,POINT (359181.265336 7347423.087762)
S/Nº,POINT (359171.258537 7347422.595204)
S/Nº,POINT (359160.762972 7347421.478960)
S/Nº,POINT (359151.459328 7347418.687011)
S/Nº,POINT (359140.880005 7347416.025513)
S/Nº,POINT (359131.740010 7347413.507835)
S/Nº,POINT (359121.535651 7347411.583436)
S/Nº,POINT (359110.929161 7347410.957209)
S/Nº,POINT (359095.178602 7347413.278786)
S/Nº,POINT (359083.833090 7347416.586040)
S/Nº,POINT (359074.853273 7347423.988392)
S/Nº,POINT (359066.428928 7347433.426355)
S/Nº,POINT (359055.995213 7347437.351010)
S/Nº,POINT (359045.367321 7347436.997664)
S/Nº,POINT (359034.495394 7347435.104788)
S/Nº,POINT (359022.571403 7347434.684136)
S/Nº,POINT (359010.717491 7347434.053215)
S/Nº,POINT (358994.391858 7347432.269905)
S/Nº,POINT (358983.936385 7347440.437328)
S/Nº,POINT (358982.085112 7347450.619323)
S/Nº,POINT (358980.801106 7347460.709765)
S/Nº,POINT (358979.115365 7347472.105966)
S/Nº,POINT (358976.727850 7347485.111864)
S/Nº,POINT (358972.653942 7347501.766386)
S/Nº,POINT (358952.857112 7347500.608049)
S/Nº,POINT (358930.821151 7347488.584759)
0622,POINT (359232.335182 7347463.727368)
0606,POINT (359220.244371 7347464.289266)
0590,POINT (359206.106129 7347464.938200)
0576,POINT (359188.972070 7347460.825750)
0554,POINT (359170.337417 7347453.809842)
0544,POINT (359160.880123 7347450.547562)
0532,POINT (359150.548825 7347448.351941)
0522,POINT (359140.772917 7347445.748095)
0512,POINT (359129.054401 7347444.167404)
0504,POINT (359117.856924 7347443.283218)
0470,POINT (359085.782247 7347449.198474)
S/Nº,POINT (359101.109003 7347444.995668)
S/Nº,POINT (359075.054999 7347454.364424)
0444,POINT (359067.984379 7347462.656762)
0430,POINT (359057.828434 7347473.233117)
0416,POINT (359045.487044 7347476.056797)
0404,POINT (359034.908017 7347476.006112)
0380,POINT (359024.344199 7347472.898512)
0378,POINT (359007.947176 7347474.148815)
0368,POINT (359000.580961 7347481.447414)
0358,POINT (358997.764424 7347492.239887)
0348,POINT (358994.962685 7347502.371903)
0338,POINT (358991.311286 7347511.554821)
0326,POINT (358986.629815 7347520.950703)
0314,POINT (358979.919361 7347530.133621)
0302,POINT (358972.539696 7347539.622766)
0290,POINT (358963.827373 7347546.997850)
0278,POINT (358954.667158 7347552.841915)
0268,POINT (358946.918120 7347557.540624)
S/Nº,POINT (358953.130810 7347520.669194)
S/Nº,POINT (358941.235973 7347527.394849)
S/Nº,POINT (358929.983759 7347532.372510)
0100,POINT (358918.949936 7347538.342316)
S/Nº,POINT (358909.469296 7347545.773138)
S/Nº,POINT (358897.922893 7347553.577218)
S/Nº,POINT (358890.220266 7347564.380069)
S/Nº,POINT (358882.586756 7347576.324807)
S/Nº,POINT (358882.171772 7347588.452827)
S/Nº,POINT (358885.695534 7347601.695974)
0188,POINT (358884.046491 7347614.128191)
0172,POINT (358882.138293 7347625.509685)
0158,POINT (358879.505781 7347635.439133)
0142,POINT (358871.829167 7347646.957894)
0128,POINT (358865.471936 7347656.532946)
0112,POINT (358857.802904 7347666.577315)
0098,POINT (358849.295290 7347677.539734)
0082,POINT (358838.826065 7347686.879038)
0068,POINT (358826.052340 7347693.169751)
0052,POINT (358809.911210 7347695.157243)
0040,POINT (358797.277883 7347694.736970)
0007,POINT (358766.559881 7347693.611858)
S/Nº,POINT (359605.797320 7347340.949738)
S/Nº,POINT (359531.582489 7347376.188044)
S/Nº,POINT (359538.546303 7347371.202406)
S/Nº,POINT (359509.606166 7347401.677082)
S/Nº,POINT (359488.372016 7347421.490797)
S/Nº,POINT (359485.595462 7347430.374185)
S/Nº,POINT (359414.461623 7347476.882161)
0297,POINT (359148.859100 7350529.621560)
0287,POINT (359147.886605 7350519.415401)
0290,POINT (359098.949838 7350514.244038)
0300,POINT (359099.452836 7350523.437164)
0310,POINT (359100.027718 7350533.348945)
0320,POINT (359100.604714 7350542.823450)
0330,POINT (359101.181709 7350552.627500)
0381,POINT (359079.389264 7350603.580643)
0321,POINT (359071.851477 7350545.326665)
0331,POINT (359072.292322 7350554.971409)
0500,POINT (359029.838055 7350517.744481)
0510,POINT (359030.054967 7350526.850242)
0530,POINT (359031.710252 7350546.841524)
0570,POINT (359032.902446 7350586.629656)
0590,POINT (359034.313524 7350605.596251)
0600,POINT (359035.615538 7350616.007195)
0610,POINT (359035.944742 7350626.125192)
0158,POINT (358952.746158 7350532.408945)
0238,POINT (358957.848279 7350611.082287)
0094,POINT (359164.921073 7350329.282561)
0107,POINT (359110.903235 7350346.226846)
0111,POINT (359104.754193 7350346.976359)
0540,POINT (359032.015550 7350556.693142)
0550,POINT (359031.868602 7350566.314758)
0560,POINT (359032.497698 7350576.060929)
0593,POINT (359033.560132 7350596.237179)
1013,POINT (359208.883309 7350404.346571)
1023,POINT (359206.795680 7350416.070200)
1037,POINT (359205.018219 7350428.950390)
0172,POINT (359168.774650 7350406.002466)
0182,POINT (359169.512578 7350415.836627)
0200,POINT (359170.654007 7350434.280532)
0206,POINT (359171.180091 7350439.443138)
0228,POINT (359170.449564 7350460.052230)
0238,POINT (359171.691354 7350472.187925)
0175,POINT (359140.971907 7350407.675781)
0185,POINT (359141.051201 7350417.582042)
0225,POINT (359143.573493 7350457.424080)
0245,POINT (359145.061479 7350478.394293)
0196,POINT (359092.314221 7350420.520983)
0216,POINT (359093.184341 7350440.234006)
0226,POINT (359093.801335 7350450.255118)
0236,POINT (359094.623965 7350460.789731)
0257,POINT (359070.690322 7350480.329798)
0247,POINT (359070.399214 7350470.655369)
0227,POINT (359070.018823 7350450.578700)
0217,POINT (359069.538130 7350440.489199)
0026,POINT (359191.528238 7350364.980869)
0036,POINT (359181.718080 7350365.311353)
0372,POINT (359016.316862 7350394.118111)
0402,POINT (359017.448193 7350423.956058)
0412,POINT (359019.037648 7350433.866032)
0442,POINT (359021.071531 7350463.976287)
0237,POINT (359070.911515 7350461.010972)
0177,POINT (359067.598194 7350400.868107)
0333,POINT (358993.095073 7350351.977454)
0197,POINT (359068.041525 7350421.042965)
0323,POINT (358992.063708 7350342.261716)
0818,POINT (358455.811360 7345951.741914)
0808,POINT (358448.747169 7345959.091669)
0798,POINT (358440.582830 7345966.441433)
0788,POINT (358433.576555 7345974.080548)
0819,POINT (358473.499540 7345974.881548)
0809,POINT (358466.435349 7345982.231303)
0799,POINT (358458.271009 7345989.581068)
0789,POINT (358451.264735 7345997.220183)
0056,POINT (358350.689870 7345959.321990)
0066,POINT (358355.330303 7345970.055521)
0078,POINT (358358.512306 7345980.391523)
0088,POINT (358361.296572 7345991.655110)
0098,POINT (358365.008922 7346002.521159)
0108,POINT (358368.271916 7346013.251709)
0137,POINT (358377.850088 7346016.933474)
0125,POINT (358388.586690 7346019.984599)
0187,POINT (358407.722963 7346040.487915)
0087,POINT (358409.911110 7346051.074733)
0176,POINT (358411.333140 7346064.708434)
0186,POINT (358418.787371 7346071.678594)
0196,POINT (358426.411026 7346077.426682)
0208,POINT (358433.767171 7346083.976833)
0218,POINT (358441.725191 7346090.526984)
0228,POINT (358449.883837 7346096.742947)
0227,POINT (358433.805061 7346111.571651)
0187,POINT (358402.546055 7346086.323552)
0197,POINT (358411.087760 7346092.226887)
0207,POINT (358418.539033 7346098.584321)
0168,POINT (358360.626628 7346109.633033)
0172,POINT (358363.730153 7346112.070208)
0162,POINT (358354.789026 7346103.798564)
0192,POINT (358376.697178 7346124.878606)
0202,POINT (358381.100935 7346130.099030)
0206,POINT (358385.832585 7346134.424897)
0674,POINT (358349.227270 7346058.048585)
0013,POINT (358353.333586 7346042.520811)
0111,POINT (358348.610738 7346029.363671)
0099,POINT (358345.696469 7346020.324207)
0106,POINT (358314.522112 7346063.287835)
0066,POINT (358332.225565 7345996.507066)
0046,POINT (358318.430928 7346010.882850)
0036,POINT (358311.400750 7346018.289072)
0006,POINT (358290.205142 7346037.764153)
0085,POINT (358283.903874 7346065.470166)
0126,POINT (358285.068806 7346122.700362)
0116,POINT (358277.696372 7346116.066208)
0125,POINT (358266.786630 7346138.763701)
0115,POINT (358260.308350 7346132.142532)
0105,POINT (358252.919502 7346124.393606)
0085,POINT (358238.443981 7346111.129940)
0075,POINT (358231.058426 7346104.702599)
0056,POINT (358187.720922 7346120.517533)
0076,POINT (358202.277310 7346134.452467)
0086,POINT (358209.754831 7346141.171581)
0092,POINT (358213.839252 7346145.881311)
0094,POINT (358218.909245 7346149.788083)
0106,POINT (358223.864397 7346154.805026)
0116,POINT (358231.331729 7346161.559976)
0126,POINT (358238.520558 7346167.957340)
0167-B,POINT (358340.255174 7346120.229135)
0157-B,POINT (358333.262046 7346114.025649)
0221,POINT (358382.284964 7346158.696117)
0191,POINT (358360.377847 7346138.254559)
0161,POINT (358336.876439 7346116.939342)
0151,POINT (358329.883311 7346110.735855)
0192,POINT (358331.359505 7346168.566562)
0182,POINT (358324.388031 7346161.246368)
0202,POINT (358346.084093 7346182.321022)
0152,POINT (358303.249452 7346140.609003)
0221,POINT (358336.349631 7346204.579106)
0211,POINT (358328.674079 7346197.596407)
0155,POINT (358287.626551 7346159.055561)
0151,POINT (358283.832622 7346155.080576)
0212,POINT (358302.348703 7346229.568518)
0208,POINT (358298.238650 7346225.071948)
0192,POINT (358287.982816 7346215.653707)
0188,POINT (358283.872763 7346211.157137)
0221,POINT (358291.113019 7346249.482114)
0211,POINT (358283.936437 7346242.708755)
0197,POINT (358271.773876 7346231.159487)
0191,POINT (358267.536985 7346226.817461)
0162,POINT (358219.065032 7346237.944122)
0202,POINT (358247.467423 7346265.532626)
0212,POINT (358252.642775 7346270.580870)
0211,POINT (358237.174786 7346287.489927)
0181,POINT (358216.230547 7346266.375148)
0228,POINT (358216.867545 7346325.970081)
0222,POINT (358213.067459 7346322.211181)
0208,POINT (358201.148737 7346310.038079)
0168,POINT (358177.465549 7346286.871814)
0162,POINT (358173.166343 7346282.724090)
0105,POINT (358207.756880 7346169.452312)
0065,POINT (358179.139612 7346141.680173)
0055,POINT (358171.864707 7346135.101539)
0116,POINT (358185.432008 7346207.260133)
0096,POINT (358171.049798 7346192.832944)
0086,POINT (358164.133578 7346186.008253)
0054,POINT (358144.635915 7346167.365077)
0066,POINT (358149.467547 7346172.170879)
0105,POINT (358162.153628 7346215.584077)
0095,POINT (358154.916580 7346208.682848)
0075,POINT (358140.265890 7346195.064004)
0055,POINT (358125.173729 7346181.904180)
0096,POINT (358126.144032 7346238.599051)
0076,POINT (358111.729048 7346224.735133)
0066,POINT (358104.512468 7346217.812623)
0162,POINT (358082.926966 7346372.556259)
0152,POINT (358075.919336 7346365.827497)
0221,POINT (358154.648512 7346385.011610)
0171,POINT (358163.506301 7346305.454093)
0181,POINT (358170.829511 7346312.168888)
0211,POINT (358192.790210 7346332.475634)
0221,POINT (358199.859361 7346339.232090)
0212,POINT (358163.532556 7346362.492430)
0190,POINT (358149.166514 7346349.190460)
0172,POINT (358134.589770 7346334.673102)
0083,POINT (358099.561403 7346245.561019)
0106,POINT (358087.697850 7346290.162722)
0086,POINT (358073.342192 7346276.237358)
0076,POINT (358066.173505 7346269.265277)
0075,POINT (358094.075567 7346239.858055)
0056,POINT (358051.874421 7346255.964632)
0060,POINT (358036.228237 7346274.381295)
0085,POINT (358055.808059 7346292.392439)
0075,POINT (358049.058754 7346285.666996)
0056,POINT (358031.874728 7346270.367198)
0183,POINT (357988.239691 7346491.750954)
0171,POINT (357983.145913 7346486.909959)
0224,POINT (357989.729537 7346550.956520)
0212,POINT (357982.437287 7346543.929661)
0178,POINT (357959.496622 7346520.913273)
0182,POINT (357963.794695 7346524.998050)
0109,POINT (357935.999352 7346443.497007)
0086,POINT (357893.133606 7346459.283803)
0056,POINT (357869.021006 7346436.449871)
0085,POINT (357921.778866 7346429.552317)
0082,POINT (357888.894664 7346455.282499)
0125,POINT (357949.070152 7346455.245216)
0116,POINT (357912.218993 7346477.952632)
0106,POINT (357904.966838 7346470.932595)
0095,POINT (357882.636283 7346480.260516)
1615,POINT (357852.525789 7346508.744284)
0125,POINT (357903.830885 7346499.998279)
1595,POINT (357866.979725 7346522.705695)
1605,POINT (357859.727570 7346515.685658)
0635,POINT (358514.985424 7346208.952461)
ESCOLA,POINT (358492.568641 7346127.289393)
PUERICULTURA,POINT (358500.487926 7346136.457567)
0256,POINT (358474.058009 7346121.276864)
0244,POINT (358465.882709 7346113.177004)
0232,POINT (358457.849308 7346104.437379)
0375,POINT (358542.436311 7346217.514150)
0690,POINT (358499.030854 7346192.160141)
0311,POINT (358498.371558 7346174.560819)
0301,POINT (358491.421363 7346167.166179)
0291,POINT (358484.368124 7346159.785980)
0281,POINT (358477.076731 7346152.897805)
0271,POINT (358469.885228 7346145.909817)
0261,POINT (358462.649231 7346139.153544)
0251,POINT (358455.529810 7346132.225184)
0241,POINT (358447.910778 7346125.983418)
0231,POINT (358440.791060 7346118.929923)
0292,POINT (358448.526887 7346195.326065)
0286,POINT (358443.337785 7346190.542558)
0282,POINT (358439.257038 7346186.615055)
0238,POINT (358407.198132 7346155.628668)
0232,POINT (358402.976201 7346151.281138)
0604,POINT (358419.515355 7346246.340322)
0600,POINT (358424.632168 7346241.257301)
0596,POINT (358430.481001 7346235.595854)
0241,POINT (358395.218081 7346171.799609)
0245,POINT (358400.452523 7346176.782577)
0262,POINT (358384.431177 7346218.839369)
0557,POINT (358411.481563 7346283.493112)
0519,POINT (358388.824087 7346304.623346)
0281,POINT (358381.811357 7346247.848609)
0261,POINT (358366.777823 7346233.450069)
0271,POINT (358374.363190 7346240.924776)
0231,POINT (358344.164852 7346212.716559)
0272,POINT (358345.393535 7346271.012051)
0232,POINT (358315.060814 7346242.159855)
0368,POINT (358366.802302 7346380.315573)
0358,POINT (358359.277228 7346373.331754)
0348,POINT (358352.737591 7346366.616538)
0330,POINT (358338.859180 7346356.075710)
0491,POINT (358369.781618 7346325.235100)
0487,POINT (358363.191232 7346328.553691)
0471,POINT (358350.362554 7346339.012235)
0465,POINT (358344.878942 7346343.788978)
0282,POINT (358308.323386 7346322.550153)
0241,POINT (358305.643776 7346263.873604)
0251,POINT (358312.762375 7346270.896818)
0261,POINT (358319.686544 7346277.579809)
0281,POINT (358335.057807 7346291.791164)
0278,POINT (358303.611675 7346318.628134)
0272,POINT (358301.000154 7346315.732493)
0268,POINT (358296.647420 7346311.263265)
0367,POINT (358351.122773 7346395.593499)
0357,POINT (358346.079403 7346390.552837)
0353,POINT (358342.354833 7346386.783723)
0347,POINT (358338.909597 7346382.968093)
0343,POINT (358335.185027 7346379.198979)
0362,POINT (358320.444444 7346423.457883)
0356,POINT (358315.802851 7346418.693404)
0332,POINT (358311.704875 7346414.179685)
0343,POINT (358290.224712 7346426.039176)
0351,POINT (358263.784250 7346420.602640)
0344,POINT (358261.767825 7346455.961875)
0368,POINT (358276.230457 7346469.659050)
0352,POINT (358264.187335 7346458.382747)
0356,POINT (358268.765877 7346462.897890)
0430,POINT (358301.254872 7346351.275723)
0273,POINT (358282.892787 7346330.810600)
0247,POINT (358262.628412 7346311.327269)
0241,POINT (358258.348772 7346307.249860)
0237,POINT (358254.969127 7346304.140446)
0231,POINT (358250.689486 7346300.063037)
0252,POINT (358238.409307 7346346.162620)
0232,POINT (358222.567497 7346331.623239)
0320,POINT (358229.583768 7346421.183292)
0346,POINT (358242.596994 7346408.932423)
0252,POINT (358192.815961 7346390.341450)
0232,POINT (358178.675617 7346376.463170)
0352,POINT (358219.204804 7346504.572295)
0342,POINT (358213.861718 7346499.906839)
0338,POINT (358209.638725 7346495.433582)
0287,POINT (358219.328233 7346461.562149)
0281,POINT (358213.851105 7346467.782825)
0271,POINT (358192.511904 7346421.328200)
0302,POINT (358207.174937 7346440.535325)
0232,POINT (358133.023587 7346421.484530)
0242,POINT (358138.394840 7346426.468350)
0262,POINT (358156.085917 7346443.791817)
0215,POINT (358160.527125 7346516.117462)
0178,POINT (358188.334489 7346506.270622)
0339,POINT (358195.127352 7346512.253681)
0349,POINT (358202.177747 7346519.354221)
0360,POINT (358181.026076 7346555.996931)
0358,POINT (358177.333824 7346551.999534)
0241,POINT (358124.480858 7346444.746241)
0239,POINT (358114.869584 7346436.106169)
0271,POINT (358145.646756 7346466.134646)
0337,POINT (358147.593970 7346556.105234)
0357,POINT (358161.697116 7346569.637874)
0342,POINT (358124.987468 7346591.102866)
0099,POINT (358075.203381 7346595.616583)
0355,POINT (358115.226356 7346612.706131)
0345,POINT (358108.555115 7346606.128043)
0335,POINT (358101.176332 7346599.107215)
0344,POINT (358078.008051 7346634.810491)
0334,POINT (358069.147656 7346624.989359)
0164,POINT (358108.277302 7346533.403217)
0160,POINT (358102.194546 7346539.449921)
0271,POINT (358102.176084 7346513.509305)
0267,POINT (358097.866724 7346509.564251)
0265,POINT (358095.448048 7346506.927049)
0261,POINT (358090.218027 7346501.919940)
0262,POINT (358063.654722 7346533.798335)
0261,POINT (358049.316754 7346548.768271)
0251,POINT (358042.053773 7346542.180858)
0098,POINT (358061.615054 7346576.905517)
0078,POINT (358047.409921 7346590.702830)
0232,POINT (357998.042851 7346558.083419)
0262,POINT (358019.598631 7346579.151526)
0252,POINT (358012.219748 7346572.125144)
0341,POINT (358061.331026 7346649.233551)
1359,POINT (358037.868222 7346684.057210)
0151,POINT (358013.250472 7346427.422541)
0181,POINT (358034.765293 7346448.548423)
0192,POINT (358012.377267 7346484.319741)
0221,POINT (358109.461678 7346430.627551)
0211,POINT (358102.465730 7346423.551128)
0191,POINT (358087.883872 7346409.903739)
0161,POINT (358067.803258 7346391.602000)
0156,POINT (358064.063491 7346387.388513)
0151,POINT (358059.303755 7346382.495436)
0152,POINT (358029.725582 7346411.514113)
0055,POINT (357990.014638 7346315.843465)
0065,POINT (357997.226954 7346323.235080)
0075,POINT (358004.435668 7346329.829465)
0115,POINT (357987.664690 7346403.233657)
0096,POINT (357943.918366 7346418.942549)
0116,POINT (357958.468194 7346432.803999)
0106,POINT (357951.167823 7346425.834117)
0419,POINT (358432.836002 7346386.180043)
0429,POINT (358440.104451 7346392.856505)
0439,POINT (358445.205520 7346399.164386)
0443,POINT (358448.513388 7346402.696925)
0499,POINT (358491.373237 7346444.164477)
0479,POINT (358475.797697 7346427.984726)
0470,POINT (358490.526559 7346462.466519)
0412,POINT (358402.761275 7346415.218826)
0436,POINT (358415.018015 7346426.735480)
0438,POINT (358419.531105 7346431.730034)
0442,POINT (358423.707369 7346435.824043)
0458,POINT (358430.705562 7346442.967242)
0418,POINT (358440.413343 7346507.607207)
0412,POINT (358436.300922 7346511.425518)
0406,POINT (358431.869072 7346516.010042)
0425,POINT (358393.153109 7346436.315984)
0417,POINT (358460.813527 7346522.070769)
0405,POINT (358451.912664 7346530.388176)
0481,POINT (358341.733648 7346565.792579)
0471,POINT (358334.571671 7346558.808999)
0431,POINT (358305.923465 7346530.874396)
0411,POINT (358291.540897 7346517.208612)
0412,POINT (358262.009688 7346546.100437)
0292,POINT (358349.291769 7346590.359202)
0475,POINT (358381.594739 7346515.495350)
0424,POINT (358317.405099 7346511.379873)
0444,POINT (358330.434749 7346523.906439)
0558,POINT (358368.427163 7346648.587833)
0627,POINT (358491.675848 7346620.366653)
